airline,carrier_name,src,dst,dst_country,region,equipment,aircraft_name,eis_year,type_vintage_age,body,is_widebody,seats,distance_km,dest_connectivity,is_africa
ET,Ethiopian Airlines,ADD,JIB,Djibouti,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,556.0424132011303,17,1
ET,Ethiopian Airlines,ADD,JIJ,Ethiopia,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,453.21186064924035,3,1
ET,Ethiopian Airlines,ADD,JIM,Ethiopia,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,262.41489785204135,1,1
ET,Ethiopian Airlines,ADD,JNB,South Africa,Africa,77L,Boeing 777-200LR,2006,18,widebody,1,317,4068.006696272803,162,1
ET,Ethiopian Airlines,ADD,JRO,Tanzania,Africa,763,Boeing 767-300,1986,38,widebody,1,218,1392.8129750586352,21,1
ET,Ethiopian Airlines,ADD,JUB,South Sudan,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,916.2307679589946,12,1
ET,Ethiopian Airlines,ADD,JUB,South Sudan,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,916.2307679589946,12,1
ET,Ethiopian Airlines,ADD,KGL,Rwanda,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,1549.9936452526993,38,1
ET,Ethiopian Airlines,ADD,KRT,Sudan,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,1000.2128138632472,40,1
ET,Ethiopian Airlines,ADD,KRT,Sudan,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,1000.2128138632472,40,1
ET,Ethiopian Airlines,ADD,KWI,Kuwait,Asia,738,Boeing 737-800,1998,26,narrowbody,0,162,2446.293632989401,119,0
ET,Ethiopian Airlines,ADD,LAD,Angola,Africa,77W,Boeing 777-300ER,2004,20,widebody,1,365,3456.9890073586935,46,1
ET,Ethiopian Airlines,ADD,LBV,Gabon,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,3388.401367726791,24,1
ET,Ethiopian Airlines,ADD,LFW,Togo,Africa,788,Boeing 787-8,2011,13,widebody,1,242,4148.408615051194,21,1
ET,Ethiopian Airlines,ADD,LFW,Togo,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,4148.408615051194,21,1
ET,Ethiopian Airlines,ADD,LHR,United Kingdom,Europe,788,Boeing 787-8,2011,13,widebody,1,242,5919.9404627534295,524,0
ET,Ethiopian Airlines,ADD,LHR,United Kingdom,Europe,77L,Boeing 777-200LR,2006,18,widebody,1,317,5919.9404627534295,524,0
ET,Ethiopian Airlines,ADD,LLW,Malawi,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,2591.474014833101,13,1
ET,Ethiopian Airlines,ADD,LOS,Nigeria,Africa,77L,Boeing 777-200LR,2006,18,widebody,1,317,3916.3130462975687,59,1
ET,Ethiopian Airlines,ADD,LUN,Zambia,Africa,788,Boeing 787-8,2011,13,widebody,1,242,2933.5561029426653,33,1
ET,Ethiopian Airlines,ADD,MBA,Kenya,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,1449.6289674457294,12,1
ET,Ethiopian Airlines,ADD,MBA,Kenya,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,1449.6289674457294,12,1
ET,Ethiopian Airlines,ADD,MCT,Oman,Asia,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,2633.141218515835,104,0
ET,Ethiopian Airlines,ADD,MPM,Mozambique,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,3938.5413044520074,17,1
ET,Ethiopian Airlines,ADD,MPM,Mozambique,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,3938.5413044520074,17,1
ET,Ethiopian Airlines,ADD,MQX,Ethiopia,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,505.5889185636479,3,1
ET,Ethiopian Airlines,ADD,MQX,Ethiopia,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,505.5889185636479,3,1
ET,Ethiopian Airlines,ADD,MQX,Ethiopia,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,505.5889185636479,3,1
ET,Ethiopian Airlines,ADD,NBO,Kenya,Africa,763,Boeing 767-300,1986,38,widebody,1,218,1163.6126187686227,128,1
ET,Ethiopian Airlines,ADD,NBO,Kenya,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,1163.6126187686227,128,1
ET,Ethiopian Airlines,ADD,NDJ,Chad,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,2620.4627511357157,10,1
ET,Ethiopian Airlines,ADD,NDJ,Chad,Africa,752,Boeing 757-200,1983,41,narrowbody,0,200,2620.4627511357157,10,1
ET,Ethiopian Airlines,ADD,NDJ,Chad,Africa,763,Boeing 767-300,1986,38,widebody,1,218,2620.4627511357157,10,1
ET,Ethiopian Airlines,ADD,NIM,Niger,Africa,752,Boeing 757-200,1983,41,narrowbody,0,200,4020.991394934509,17,1
ET,Ethiopian Airlines,ADD,OUA,Burkina Faso,Africa,752,Boeing 757-200,1983,41,narrowbody,0,200,4417.015643457197,33,1
ET,Ethiopian Airlines,ADD,PEK,China,Asia,77L,Boeing 777-200LR,2006,18,widebody,1,317,8329.363163796539,534,0
ET,Ethiopian Airlines,ADD,PNR,Congo (Brazzaville),Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,3354.4558376873756,18,1
ET,Ethiopian Airlines,ADD,PVG,China,Asia,788,Boeing 787-8,2011,13,widebody,1,242,8830.82010004372,414,0
ET,Ethiopian Airlines,ADD,PVG,China,Asia,77L,Boeing 777-200LR,2006,18,widebody,1,317,8830.82010004372,414,0
ET,Ethiopian Airlines,ADD,RUH,Saudi Arabia,Asia,738,Boeing 737-800,1998,26,narrowbody,0,162,1963.955999719059,139,0
ET,Ethiopian Airlines,ADD,SSG,Equatorial Guinea,Africa,763,Boeing 767-300,1986,38,widebody,1,218,3373.9547374324293,14,1
ET,Ethiopian Airlines,ADD,TLV,Israel,Asia,763,Boeing 767-300,1986,38,widebody,1,218,2592.8107597126063,135,0
ET,Ethiopian Airlines,ADL,SIN,Singapore,Asia,333,Airbus A330-300,1994,30,widebody,1,277,5402.017090296615,412,0
ET,Ethiopian Airlines,AKL,SIN,Singapore,Asia,77W,Boeing 777-300ER,2004,20,widebody,1,365,8408.330814225812,412,0
ET,Ethiopian Airlines,AMH,ADD,Ethiopia,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,352.87002657197326,109,1
ET,Ethiopian Airlines,AMS,FRA,Germany,Europe,32A,Airbus A320 (sharklets),1988,36,narrowbody,0,150,366.5732483892517,493,0
ET,Ethiopian Airlines,AMS,FRA,Germany,Europe,319,Airbus A319,1996,28,narrowbody,0,124,366.5732483892517,493,0
ET,Ethiopian Airlines,ARN,ADD,Ethiopia,Africa,752,Boeing 757-200,1983,41,narrowbody,0,200,5900.183518690244,109,1
ET,Ethiopian Airlines,ARN,CPH,Denmark,Europe,320,Airbus A320,1988,36,narrowbody,0,150,546.7541866422326,228,0
ET,Ethiopian Airlines,ARN,FRA,Germany,Europe,321,Airbus A321,1994,30,narrowbody,0,185,1222.9853331030772,493,0
ET,Ethiopian Airlines,ARN,FRA,Germany,Europe,32A,Airbus A320 (sharklets),1988,36,narrowbody,0,150,1222.9853331030772,493,0
ET,Ethiopian Airlines,ARN,HEL,Finland,Europe,717,Boeing 717,1999,25,narrowbody,0,106,398.5689325727952,161,0
ET,Ethiopian Airlines,ARN,OSL,Norway,Europe,738,Boeing 737-800,1998,26,narrowbody,0,162,386.52904544252607,183,0
ET,Ethiopian Airlines,ARN,OSL,Norway,Europe,736,Boeing 737-600,1998,26,narrowbody,0,110,386.52904544252607,183,0
ET,Ethiopian Airlines,ARN,OSL,Norway,Europe,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,386.52904544252607,183,0
ET,Ethiopian Airlines,ASO,ADD,Ethiopia,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,476.3012216611408,109,1
ET,Ethiopian Airlines,AXU,ADD,Ethiopia,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,574.7638160758581,109,1
ET,Ethiopian Airlines,AXU,LLI,Ethiopia,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,242.533623045046,3,1
ET,Ethiopian Airlines,BCN,FRA,Germany,Europe,321,Airbus A321,1994,30,narrowbody,0,185,1093.614444344243,493,0
ET,Ethiopian Airlines,BEY,ADD,Ethiopia,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,2783.1147342541108,109,1
ET,Ethiopian Airlines,BGF,DLA,Cameroon,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,976.7773290309196,47,1
ET,Ethiopian Airlines,BJM,KGL,Rwanda,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,176.1537340831755,38,1
ET,Ethiopian Airlines,BJR,ADD,Ethiopia,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,334.16751683101296,109,1
ET,Ethiopian Airlines,BJR,LLI,Ethiopia,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,185.06624883810719,3,1
ET,Ethiopian Airlines,BKK,ADD,Ethiopia,Africa,763,Boeing 767-300,1986,38,widebody,1,218,6757.834948503523,109,1
ET,Ethiopian Airlines,BKK,ICN,South Korea,Asia,333,Airbus A330-300,1994,30,widebody,1,277,3668.677122221509,370,0
ET,Ethiopian Airlines,BKK,ICN,South Korea,Asia,772,Boeing 777-200,1995,29,widebody,1,314,3668.677122221509,370,0
ET,Ethiopian Airlines,BKK,KUL,Malaysia,Asia,763,Boeing 767-300,1986,38,widebody,1,218,1220.569348054856,257,0
ET,Ethiopian Airlines,BKK,SIN,Singapore,Asia,772,Boeing 777-200,1995,29,widebody,1,314,1416.9035648215136,412,0
ET,Ethiopian Airlines,BKK,SIN,Singapore,Asia,763,Boeing 767-300,1986,38,widebody,1,218,1416.9035648215136,412,0
ET,Ethiopian Airlines,BKO,ADD,Ethiopia,Africa,763,Boeing 767-300,1986,38,widebody,1,218,5116.061804619295,109,1
ET,Ethiopian Airlines,BKO,CKY,Guinea,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,699.8490830889542,18,1
ET,Ethiopian Airlines,BKO,DKR,Senegal,Africa,763,Boeing 767-300,1986,38,widebody,1,218,1059.572896549398,67,1
ET,Ethiopian Airlines,BKO,LFW,Togo,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,1232.9072578742837,21,1
ET,Ethiopian Airlines,BKO,OUA,Burkina Faso,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,699.2746613949097,33,1
ET,Ethiopian Airlines,BLZ,ADD,Ethiopia,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,2773.911095806695,109,1
ET,Ethiopian Airlines,BLZ,JNB,South Africa,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,1356.1698361710307,162,1
ET,Ethiopian Airlines,BLZ,LLW,Malawi,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,246.1907478829558,13,1
ET,Ethiopian Airlines,BNE,SIN,Singapore,Asia,333,Airbus A330-300,1994,30,widebody,1,277,6142.693870648047,412,0
ET,Ethiopian Airlines,BOM,ADD,Ethiopia,Africa,788,Boeing 787-8,2011,13,widebody,1,242,3834.6951670829644,109,1
ET,Ethiopian Airlines,BRU,CDG,France,Europe,763,Boeing 767-300,1986,38,widebody,1,218,251.47977718282957,517,0
ET,Ethiopian Airlines,BRU,FRA,Germany,Europe,319,Airbus A319,1996,28,narrowbody,0,124,304.83922161754913,493,0
ET,Ethiopian Airlines,BRU,FRA,Germany,Europe,320,Airbus A320,1988,36,narrowbody,0,150,304.83922161754913,493,0
ET,Ethiopian Airlines,BRU,FRA,Germany,Europe,733,Boeing 737-300,1984,40,narrowbody,0,140,304.83922161754913,493,0
ET,Ethiopian Airlines,BRU,FRA,Germany,Europe,32A,Airbus A320 (sharklets),1988,36,narrowbody,0,150,304.83922161754913,493,0
ET,Ethiopian Airlines,BUD,FRA,Germany,Europe,321,Airbus A321,1994,30,narrowbody,0,185,834.900549143598,493,0
ET,Ethiopian Airlines,BUD,FRA,Germany,Europe,32A,Airbus A320 (sharklets),1988,36,narrowbody,0,150,834.900549143598,493,0
ET,Ethiopian Airlines,BZV,ADD,Ethiopia,Africa,788,Boeing 787-8,2011,13,widebody,1,242,2996.1067272730656,109,1
ET,Ethiopian Airlines,BZV,DLA,Cameroon,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,1105.0203153158086,47,1
ET,Ethiopian Airlines,CAI,ADD,Ethiopia,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,2473.5406570394016,109,1
ET,Ethiopian Airlines,CAI,ADD,Ethiopia,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,2473.5406570394016,109,1
ET,Ethiopian Airlines,CAI,LCA,Cyprus,Asia,E70,Embraer 170,2004,20,regional_jet,0,76,567.985597386133,97,0
ET,Ethiopian Airlines,CAN,ADD,Ethiopia,Africa,77W,Boeing 777-300ER,2004,20,widebody,1,365,8038.074893043313,109,1
ET,Ethiopian Airlines,CDG,ADD,Ethiopia,Africa,763,Boeing 767-300,1986,38,widebody,1,218,5580.726064362499,109,1
ET,Ethiopian Airlines,CDG,BRU,Belgium,Europe,763,Boeing 767-300,1986,38,widebody,1,218,251.47977718282957,315,0
ET,Ethiopian Airlines,CHC,SIN,Singapore,Asia,772,Boeing 777-200,1995,29,widebody,1,314,8403.248682216637,412,0
ET,Ethiopian Airlines,CKY,BKO,Mali,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,699.8490830889542,27,1
ET,Ethiopian Airlines,CKY,DKR,Senegal,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,712.1386743263191,67,1
ET,Ethiopian Airlines,CKY,LFW,Togo,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,1680.5307647764057,21,1
ET,Ethiopian Airlines,CKY,OXB,Guinea-Bissau,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,340.84413638785196,7,1
ET,Ethiopian Airlines,COO,ABV,Nigeria,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,613.0166221388653,30,1
ET,Ethiopian Airlines,COO,ADD,Ethiopia,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,4021.9008488353325,109,1
ET,Ethiopian Airlines,COO,ADD,Ethiopia,Africa,752,Boeing 757-200,1983,41,narrowbody,0,200,4021.9008488353325,109,1
ET,Ethiopian Airlines,COO,LFW,Togo,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,126.68759958642458,21,1
ET,Ethiopian Airlines,COO,NIM,Niger,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,792.4873121703822,17,1
ET,Ethiopian Airlines,CPH,ARN,Sweden,Europe,321,Airbus A321,1994,30,narrowbody,0,185,546.7541866422326,220,0
ET,Ethiopian Airlines,CPH,FRA,Germany,Europe,321,Airbus A321,1994,30,narrowbody,0,185,678.6511490406508,493,0
ET,Ethiopian Airlines,CPH,FRA,Germany,Europe,320,Airbus A320,1988,36,narrowbody,0,150,678.6511490406508,493,0
ET,Ethiopian Airlines,DAR,ADD,Ethiopia,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,1763.673142017261,109,1
ET,Ethiopian Airlines,DAR,LLW,Malawi,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,970.49171979211,13,1
ET,Ethiopian Airlines,DAR,ZNZ,Tanzania,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,72.99545941009917,13,1
ET,Ethiopian Airlines,DEL,ADD,Ethiopia,Africa,752,Boeing 757-200,1983,41,narrowbody,0,200,4552.464741529395,109,1
ET,Ethiopian Airlines,DIR,ADD,Ethiopia,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,342.8485884685891,109,1
ET,Ethiopian Airlines,DIR,ADD,Ethiopia,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,342.8485884685891,109,1
ET,Ethiopian Airlines,DIR,JIB,Djibouti,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,257.014984524811,17,1
ET,Ethiopian Airlines,DIR,JIB,Djibouti,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,257.014984524811,17,1
ET,Ethiopian Airlines,DIR,JIJ,Ethiopia,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,120.4904771122286,3,1
ET,Ethiopian Airlines,DKR,BKO,Mali,Africa,763,Boeing 767-300,1986,38,widebody,1,218,1059.572896549398,27,1
ET,Ethiopian Airlines,DKR,CKY,Guinea,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,712.1386743263191,18,1
ET,Ethiopian Airlines,DLA,ADD,Ethiopia,Africa,763,Boeing 767-300,1986,38,widebody,1,218,3258.5291118329715,109,1
ET,Ethiopian Airlines,DLA,BGF,Central African Republic,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,976.7773290309196,3,1
ET,Ethiopian Airlines,DLA,BZV,Congo (Brazzaville),Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,1105.0203153158086,26,1
ET,Ethiopian Airlines,DLA,LFW,Togo,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,967.7570651624969,21,1
ET,Ethiopian Airlines,DLA,LFW,Togo,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,967.7570651624969,21,1
ET,Ethiopian Airlines,DLA,NDJ,Chad,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,1076.330602713472,10,1
ET,Ethiopian Airlines,DLA,SSG,Equatorial Guinea,Africa,763,Boeing 767-300,1986,38,widebody,1,218,115.54960968348738,14,1
ET,Ethiopian Airlines,DMM,ADD,Ethiopia,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,2264.1855674360045,109,1
ET,Ethiopian Airlines,DUS,FRA,Germany,Europe,319,Airbus A319,1996,28,narrowbody,0,124,188.8680916787127,493,0
ET,Ethiopian Airlines,DUS,FRA,Germany,Europe,320,Airbus A320,1988,36,narrowbody,0,150,188.8680916787127,493,0
ET,Ethiopian Airlines,DUS,FRA,Germany,Europe,321,Airbus A321,1994,30,narrowbody,0,185,188.8680916787127,493,0
ET,Ethiopian Airlines,DXB,ADD,Ethiopia,Africa,77L,Boeing 777-200LR,2006,18,widebody,1,317,2518.9583517770598,109,1
ET,Ethiopian Airlines,DXB,ADD,Ethiopia,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,2518.9583517770598,109,1
ET,Ethiopian Airlines,DXB,ADD,Ethiopia,Africa,788,Boeing 787-8,2011,13,widebody,1,242,2518.9583517770598,109,1
ET,Ethiopian Airlines,DXB,ADD,Ethiopia,Africa,763,Boeing 767-300,1986,38,widebody,1,218,2518.9583517770598,109,1
ET,Ethiopian Airlines,DXB,SIN,Singapore,Asia,77W,Boeing 777-300ER,2004,20,widebody,1,365,5846.663255670451,412,0
ET,Ethiopian Airlines,DXB,SIN,Singapore,Asia,333,Airbus A330-300,1994,30,widebody,1,277,5846.663255670451,412,0
ET,Ethiopian Airlines,EBB,ADD,Ethiopia,Africa,763,Boeing 767-300,1986,38,widebody,1,218,1217.6044502401057,109,1
ET,Ethiopian Airlines,EBB,KGL,Rwanda,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,340.0194792797979,38,1
ET,Ethiopian Airlines,ENU,ADD,Ethiopia,Africa,752,Boeing 757-200,1983,41,narrowbody,0,200,3452.061840160431,109,1
ET,Ethiopian Airlines,FBM,NLA,Zambia,Africa,738,Boeing 737-800,1998,26,narrowbody,0,162,199.11850108336932,10,1
ET,Ethiopian Airlines,FCO,ADD,Ethiopia,Africa,763,Boeing 767-300,1986,38,widebody,1,218,4481.394400891359,109,1
ET,Ethiopian Airlines,FCO,MXP,Italy,Europe,763,Boeing 767-300,1986,38,widebody,1,218,510.776495344548,194,0
ET,Ethiopian Airlines,FIH,BZV,Congo (Brazzaville),Africa,788,Boeing 787-8,2011,13,widebody,1,242,25.951973785032795,26,1
ET,Ethiopian Airlines,FIH,LBV,Gabon,Africa,73W,Boeing 737-700 (winglets),1998,26,narrowbody,0,143,859.8187821768938,24,1
ET,Ethiopian Airlines,FNA,ACC,Ghana,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,1475.8480924217408,53,1
ET,Ethiopian Airlines,FNA,MLW,Liberia,Africa,DH8,Bombardier Dash 8,1984,40,turboprop,0,50,373.0242291979626,2,1
ET,Ethiopian Airlines,FRA,ADD,Ethiopia,Africa,788,Boeing 787-8,2011,13,widebody,1,242,5348.751877496241,109,1
ET,Ethiopian Airlines,FRA,AMS,Netherlands,Europe,733,Boeing 737-300,1984,40,narrowbody,0,140,366.5732483892517,450,0
ET,Ethiopian Airlines,FRA,ARN,Sweden,Europe,32A,Airbus A320 (sharklets),1988,36,narrowbody,0,150,1222.9853331030772,220,0
ET,Ethiopian Airlines,FRA,ARN,Sweden,Europe,321,Airbus A321,1994,30,narrowbody,0,185,1222.9853331030772,220,0
ET,Ethiopian Airlines,FRA,BCN,Spain,Europe,321,Airbus A321,1994,30,narrowbody,0,185,1093.614444344243,392,0
ET,Ethiopian Airlines,FRA,BRU,Belgium,Europe,735,Boeing 737-500,1990,34,narrowbody,0,122,304.83922161754913,315,0
ET,Ethiopian Airlines,FRA,BRU,Belgium,Europe,733,Boeing 737-300,1984,40,narrowbody,0,140,304.83922161754913,315,0
ET,Ethiopian Airlines,FRA,BUD,Hungary,Europe,733,Boeing 737-300,1984,40,narrowbody,0,140,834.900549143598,97,0
ET,Ethiopian Airlines,FRA,BUD,Hungary,Europe,735,Boeing 737-500,1990,34,narrowbody,0,122,834.900549143598,97,0
ET,Ethiopian Airlines,FRA,CPH,Denmark,Europe,319,Airbus A319,1996,28,narrowbody,0,124,678.6511490406508,228,0
ET,Ethiopian Airlines,FRA,CPH,Denmark,Europe,321,Airbus A321,1994,30,narrowbody,0,185,678.6511490406508,228,0
ET,Ethiopian Airlines,FRA,CPH,Denmark,Europe,320,Airbus A320,1988,36,narrowbody,0,150,678.6511490406508,228,0
ET,Ethiopian Airlines,FRA,DUS,Germany,Europe,319,Airbus A319,1996,28,narrowbody,0,124,188.8680916787127,285,0
ET,Ethiopian Airlines,FRA,DUS,Germany,Europe,320,Airbus A320,1988,36,narrowbody,0,150,188.8680916787127,285,0
ET,Ethiopian Airlines,FRA,DUS,Germany,Europe,321,Airbus A321,1994,30,narrowbody,0,185,188.8680916787127,285,0
ET,Ethiopian Airlines,FRA,GOT,Sweden,Europe,32A,Airbus A320 (sharklets),1988,36,narrowbody,0,150,882.2247121945778,54,0
ET,Ethiopian Airlines,FRA,GOT,Sweden,Europe,321,Airbus A321,1994,30,narrowbody,0,185,882.2247121945778,54,0
ET,Ethiopian Airlines,FRA,GVA,Switzerland,Europe,E90,Embraer 190,2005,19,regional_jet,0,100,459.783807925491,163,0
ET,Ethiopian Airlines,FRA,GVA,Switzerland,Europe,CR7,Bombardier CRJ-700,2001,23,regional_jet,0,70,459.783807925491,163,0
ET,Ethiopian Airlines,FRA,HEL,Finland,Europe,32A,Airbus A320 (sharklets),1988,36,narrowbody,0,150,1537.9378608610136,161,0
ET,Ethiopian Airlines,FRA,HEL,Finland,Europe,321,Airbus A321,1994,30,narrowbody,0,185,1537.9378608610136,161,0
ET,Ethiopian Airlines,FRA,HEL,Finland,Europe,320,Airbus A320,1988,36,narrowbody,0,150,1537.9378608610136,161,0
ET,Ethiopian Airlines,FRA,JED,Saudi Arabia,Asia,333,Airbus A330-300,1994,30,widebody,1,277,4131.673917552305,183,0
ET,Ethiopian Airlines,FRA,JFK,United States,North America,388,Airbus A380-800,2007,17,widebody,1,525,6189.4376979800945,455,0
ET,Ethiopian Airlines,FRA,LIS,Portugal,Europe,321,Airbus A321,1994,30,narrowbody,0,185,1873.8477699034963,221,0
ET,Ethiopian Airlines,FRA,LIS,Portugal,Europe,32A,Airbus A320 (sharklets),1988,36,narrowbody,0,150,1873.8477699034963,221,0
ET,Ethiopian Airlines,FRA,LYS,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,544.9819470704073,140,0
ET,Ethiopian Airlines,FRA,LYS,France,Europe,321,Airbus A321,1994,30,narrowbody,0,185,544.9819470704073,140,0
ET,Ethiopian Airlines,FRA,MAD,Spain,Europe,321,Airbus A321,1994,30,narrowbody,0,185,1422.0506123137338,331,0
ET,Ethiopian Airlines,FRA,MAD,Spain,Europe,319,Airbus A319,1996,28,narrowbody,0,124,1422.0506123137338,331,0
ET,Ethiopian Airlines,FRA,MAD,Spain,Europe,32A,Airbus A320 (sharklets),1988,36,narrowbody,0,150,1422.0506123137338,331,0
ET,Ethiopian Airlines,FRA,MRS,France,Europe,320,Airbus A320,1988,36,narrowbody,0,150,776.1688672967522,129,0
ET,Ethiopian Airlines,FRA,MRS,France,Europe,32A,Airbus A320 (sharklets),1988,36,narrowbody,0,150,776.1688672967522,129,0
ET,Ethiopian Airlines,FRA,MRS,France,Europe,319,Airbus A319,1996,28,narrowbody,0,124,776.1688672967522,129,0
ET,Ethiopian Airlines,FRA,MUC,Germany,Europe,320,Airbus A320,1988,36,narrowbody,0,150,299.0782323536317,360,0
ET,Ethiopian Airlines,FRA,MUC,Germany,Europe,319,Airbus A319,1996,28,narrowbody,0,124,299.0782323536317,360,0
ET,Ethiopian Airlines,FRA,MXP,Italy,Europe,320,Airbus A320,1988,36,narrowbody,0,150,489.70249363278106,194,0
ET,Ethiopian Airlines,FRA,MXP,Italy,Europe,319,Airbus A319,1996,28,narrowbody,0,124,489.70249363278106,194,0
ET,Ethiopian Airlines,FRA,MXP,Italy,Europe,321,Airbus A321,1994,30,narrowbody,0,185,489.70249363278106,194,0
ET,Ethiopian Airlines,FRA,OSL,Norway,Europe,32A,Airbus A320 (sharklets),1988,36,narrowbody,0,150,1132.5439531409595,183,0
ET,Ethiopian Airlines,FRA,OTP,Romania,Europe,32A,Airbus A320 (sharklets),1988,36,narrowbody,0,150,1449.0507278510602,115,0
ET,Ethiopian Airlines,FRA,OTP,Romania,Europe,320,Airbus A320,1988,36,narrowbody,0,150,1449.0507278510602,115,0
ET,Ethiopian Airlines,FRA,OTP,Romania,Europe,319,Airbus A319,1996,28,narrowbody,0,124,1449.0507278510602,115,0
ET,Ethiopian Airlines,FRA,PRG,Czech Republic,Europe,321,Airbus A321,1994,30,narrowbody,0,185,406.05492443316194,181,0
ET,Ethiopian Airlines,FRA,TLS,France,Europe,733,Boeing 737-300,1984,40,narrowbody,0,140,897.8269842058611,83,0
ET,Ethiopian Airlines,FRA,TXL,Germany,Europe,321,Airbus A321,1994,30,narrowbody,0,185,431.6824705951404,210,0
ET,Ethiopian Airlines,FRA,TXL,Germany,Europe,320,Airbus A320,1988,36,narrowbody,0,150,431.6824705951404,210,0
ET,Ethiopian Airlines,FRA,TXL,Germany,Europe,32A,Airbus A320 (sharklets),1988,36,narrowbody,0,150,431.6824705951404,210,0
ET,Ethiopian Airlines,FRA,VIE,Austria,Europe,321,Airbus A321,1994,30,narrowbody,0,185,620.313130117006,308,0
ET,Ethiopian Airlines,FRA,WAW,Poland,Europe,321,Airbus A321,1994,30,narrowbody,0,185,896.2429563656945,120,0
ET,Ethiopian Airlines,FRA,WAW,Poland,Europe,320,Airbus A320,1988,36,narrowbody,0,150,896.2429563656945,120,0
ET,Ethiopian Airlines,FRA,WAW,Poland,Europe,32A,Airbus A320 (sharklets),1988,36,narrowbody,0,150,896.2429563656945,120,0
